Studio,City,Province/State,Country,Adress,On-Site/Remote
Thunder Cloud Studio,Hanoi,,Vietnam,http://thundercloud-studio.com/thunder-cloud-studio-tuyen-dung-nhieu-vi-tri-3d-hap-dan/,On-Site
Thunderbox Entertainment,Montreal,Québec,Canada,http://thunderboxentertainment.com/jobs/,Both
Tic Toc Games,Burbank,California,United States,http://www.tictocgames.com/jobs/,On-Site
Tigrelab,Barcelona,,Spain,http://tigrelab.com/,Remote
Tilting Point,New York City,New York,United States,http://www.tiltingpoint.com/jobs/,On-Site
Timber,Santa Monica,California,United States,http://timber.net/,On-Site
Timbo,Bogotá,,Colombia,http://timboestudio.com/jobs/,On-Site
Tinker Magic,Barcelona,,Spain,http://www.tinkermagic.com/,On-Site
Tiny Hero,Burbank,California,United States,https://www.tinyhero.com/jobs,On-Site
Tiny Talisman Games,Sheffield,,England,https://www.tinytalismangames.com/,Remote
TinyCo ,San Francisco,California,United States,http://www.tinyco.com/jobs/,On-Site
Tippett Studio,Berkeley,Californa,United States,https://www.tippett.com/careers/,On-Site
Titmouse,Vancouver,British Columbia,Canada,https://titmouse.net/careers/,On-Site
Toca Boca,Stockholm,,Sweden,https://tocaboca.com/careers/,On-Site
Tokkun Studio,Kyoto,,Japan,http://www.tokkungroup.com/,On-Site
Tomavision Studio,Santa Cruz de Tenerife,,Spain,https://twitter.com/tomavision,On-Site
Tonk Tonk Games,Fort Lee,New Jersey,United States,http://www.tonktonk.com/,Remote
Toolbox Studio,Pune,,India,http://www.toolbox-studio.com/careers/,On-Site
Toonbox Entertainment,Toronto,Ontario,Canada,http://www.toonboxent.com/careers/,On-Site
ToonDraw,Montreal,Québec,Canada,http://www.toondraw.ca/en/,On-Site
Toonrush,Toronto,Ontario,Canada,http://toonrush.com/,On-Site
Toonz Animation,Trivandrum,,India,http://toonz.co/career.html,On-Site
Topalsson GmbH,Munich,,Germany,http://www.topalsson.com/,On-Site
TOPIX Animation,Toronto,Ontario,Canada,http://www.topixfx.com/,On-Site
Torn Banner Studios,Toronto,Ontario,Canada,http://www.tornbanner.com/careers/,On-Site
Torpedo Pictures,Toronto,Ontario,Canada,http://www.torpedopictures.ca/,On-Site
Torus Games,Melbourne,,Australia,http://www.torus.com.au/index.php?page=jobs,On-Site
Totem Creative,Mumbai,,India,http://www.totemcreative.in/,On-Site
Touch Surgery,London,,England,https://www.touchsurgery.com/jobs/,On-Site
TouTenKartoon,Montreal,Québec,Canada,http://toutenkartoon.ca/,On-Site
Town Productions,London,,England,https://www.townhouseww.com/,On-Site
TOYBOX,Auckland,,New Zealand,http://toybox.co.nz/,On-Site
Toys for Bob,Novato,California,United States,http://activision.referrals.selectminds.com/toysforbob,On-Site
Trace VFX,Mumbai,,India,https://www.tracevfx.com/careers/,On-Site
Traega Entertainment,Nashville,Tennessee,United States,https://www.traega.com/jobs,On-Site
Trance,Los Angeles,California,United States,http://www.trancedesigns.com/,On-Site
Transistor Studios,Brooklyn,New York,United States,http://transistorstudios.com/jobs/,On-Site
TRAUM INC,London,,England,https://trauminc.com/,On-Site
Travian Games,Munich,,Germany,https://traviangames.tms.hrdepartment.com/cgi-bin/a/alljobs.cgi?qty=25&order=jobs.timedate%20DESC,On-Site
Treacle,Hong Kong,,China,http://treacle.com.hk/,On-Site
TreasureHunt,Berlin,,Germany,https://treasurehunt.recruiterbox.com/,On-Site
Treehouse Republic,Dublin,,Ireland,http://treehouserepublic.com/,On-Site
Trendy Entertainment,Gainesville,Florida,United States,http://trendyent.com/,On-Site
Treyarch,Santa Monica,California,United States,http://www.treyarch.com/jobshttp://activision.referrals.selectminds.com/treyarch,On-Site
TRG Reality,Cleveland,Ohio,United States,https://trgreality.com/,On-Site
TRICK 3D,Atlanta,Georgia,United States,https://jobs.smartrecruiters.com/?company=TRICK3D,On-Site
Trick Digital,Los Angeles,California,United States,http://www.trickdigital.com/,Both
Triggerfish Animation,Cape Town,,South Africa,http://www.triggerfishstudios.com/animation-careers/,On-Site
Trion Worlds,Redwood City,California,United States,http://www.trionworlds.com/en/careers/,On-Site
Triotech,Montreal,Québec,Canada,https://jobs.lever.co/trio-tech,On-Site
Tripwire Interactive,Roswell,Georgia,United States,http://www.tripwireinteractive.com/jobs.aspx,On-Site
Triseum,Bryan,Texas,United States,http://triseum.com/careers/,On-Site
Trixter,Berlin,,Germany,http://www.trixter.de/jobs/,On-Site
Trixter,Munich,,Germany,http://www.trixter.de/jobs/,On-Site
Trixter,Toronto,Ontario,Canada,http://www.trixtercanada.com/,On-Site
Troll VFX,Tampere,,Finland,http://www.trollvfx.com/jobs/,On-Site
Trollbäck+Company,New York City,New York,United States,http://trollback.com/contact/,On-Site
Troublemakers,Paris,,France,http://troublemakers.tv/,On-Site
True Axis,Melbourne,,Australia,http://trueaxis.com/,On-Site
Tsumanga Studios,Glasgow,,Scotland,http://www.tsumanga.com/careers.html,On-Site
Tsume-Art,Sandweiler,,Luxembourg,https://www.tsume-art.com/page/job,On-Site
Tt Games,Knutsford,,England,http://www.ttgames.com/jobs/,On-Site
Tt Games,Wilmslow,,England,http://www.ttgames.com/jobs/,On-Site
Tu Nous ZA Pas Vus,Arles,,France,http://www.tunouszapasvus.fr/,On-Site
TubeScience,Los Angeles,California,United States,http://tubescience.com/,On-Site
Turbine,Needham,Massachusetts,United States,http://www.warnerbroscareers.com/,On-Site
Turbulenz,Guildford,,England,http://biz.turbulenz.com/careers,On-Site
Turtle Entertainment TV GmbH,Cologne,,Germany,https://www.turtle-entertainment.com/career/,On-Site
Turtle Rock Studios,Lake Forest,California,United States,https://www.turtlerockstudios.com/careers,On-Site
Twisted Pixel,Austin,Texas,United States,http://twistedpixelgames.com/careers/,On-Site
Two Bit Circus,Los Angeles,California,United States,http://twobitcircus.com/careers/,On-Site
Two River Pictures,Shrewsbury,New Jersey,United States,http://tworiverpictures.com/,Both
TwoNerds Ltd,Nottingham,,England,http://www.twonerds.co.uk/,On-Site
Typhoon Studios,Montreal,Québec,Canada,https://www.typhoonstudios.com/jobs,On-Site
Uber Digital,London,,England,https://uberdigital.com/jobs,On-Site
Ubisoft,Abu Dhabi,,UAE,https://www.ubisoft.com/en-US/careers/search.aspx,On-Site
Ubisoft,Annecy,,France,https://www.ubisoft.com/en-US/careers/search.aspx,On-Site
Ubisoft,Belgrade,,Serbia,https://www.ubisoft.com/en-US/careers/search.aspx,On-Site
Ubisoft,Berlin,,Germany,https://www.ubisoft.com/en-US/careers/search.aspx,On-Site
Ubisoft,Bordeaux,,France,https://www.ubisoft.com/en-US/careers/search.aspx,On-Site
Ubisoft,Bucharest,,Romania,https://www.ubisoft.com/en-US/careers/search.aspx,On-Site
Ubisoft,Chengdu,,China,https://www.ubisoft.com/en-US/careers/search.aspx,On-Site
Ubisoft,Halifax,Nova Scotia,Canada,https://www.ubisoft.com/en-US/careers/search.aspx,On-Site
Ubisoft,Kiev,,Ukraine,https://www.ubisoft.com/en-US/careers/search.aspx,On-Site
Ubisoft,Leamington Spa,,England,https://www.ubisoft.com/en-US/careers/search.aspx,On-Site
Ubisoft,London,,England,https://www.ubisoft.com/en-US/careers/search.aspx,On-Site
Ubisoft,Milan,,Italy,https://www.ubisoft.com/en-US/careers/search.aspx,On-Site
Ubisoft,Montpellier,,France,https://www.ubisoft.com/en-US/careers/search.aspx,On-Site
Ubisoft,Montreuil,,France,https://www.ubisoft.com/en-US/careers/search.aspx,On-Site
Ubisoft,Quebec City,Québec,Canada,https://www.ubisoft.com/en-US/careers/search.aspx,On-Site
Ubisoft,Saguenay,Québec,Canada,https://www.ubisoft.com/en-US/careers/search.aspx,On-Site
Ubisoft,San Francisco,California,United States,https://www.ubisoft.com/en-US/careers/search.aspx,On-Site
Ubisoft,Santa Rosa,,Philippines,https://www.ubisoft.com/en-US/careers/search.aspx,On-Site
Ubisoft,Shanghai,,China,https://www.ubisoft.com/en-US/careers/search.aspx,On-Site
Ubisoft,Singapore,,Singapore,https://www.ubisoft.com/en-US/careers/search.aspx,On-Site
Ubisoft,Sofia,,Bulgaria,https://www.ubisoft.com/en-US/careers/search.aspx,On-Site
Ubisoft,Stockholm,,Sweden,https://www.ubisoft.com/en-US/careers/search.aspx,On-Site
Ubisoft - Barcelona,Barcelona,,Spain,https://www.ubisoft.com/en-US/careers/search.aspx,On-Site
Ubisoft - Blue Byte,Düsseldorf,,Germany,https://www.ubisoft.com/en-US/careers/search.aspx,On-Site
Ubisoft - Blue Byte,Mainz,,Germany,https://www.ubisoft.com/en-US/careers/search.aspx,On-Site
Ubisoft - Ivory Tower,Lyon,,France,https://www.ubisoft.com/en-US/careers/search.aspx,On-Site
Ubisoft - Massive Entertainment,Malmö,,Sweden,https://www.ubisoft.com/en-US/careers/search.aspx,On-Site
Ubisoft - Montreal,Montreal,Québec,Canada,https://www.ubisoft.com/en-US/careers/search.aspx,On-Site
Ubisoft - Pune,Pune,,India,https://www.ubisoft.com/en-US/careers/search.aspx,On-Site
Ubisoft - Red Storm Entertainment,Cary,North Carolina,United States,https://www.ubisoft.com/en-US/careers/search.aspx,On-Site
Ubisoft - RedLynx,Helsinki,,Finland,https://www.ubisoft.com/en-US/careers/search.aspx,On-Site
Ubisoft - Reflections,Newcastle,,England,https://www.ubisoft.com/en-US/careers/search.aspx,On-Site
Ubisoft - Toronto,Toronto,Ontario,Canada,https://www.ubisoft.com/en-US/careers/search.aspx,On-Site
Uken Games,Toronto,Ontario,Canada,http://www.uken.com/#jobs,On-Site
UKTV,London,,England,https://corporate.uktv.co.uk/working-at-uktv/article/vacancies-and-applying/,On-Site
Ululab Inc,Montreal,Québec,Canada,http://ululab.com/careers/,On-Site
Umedia,Brussels,,Belgium,http://www.umedia.eu/en/jobs-vfx/,On-Site
Umedia,Vancouver,British Columbia,Canada,http://www.umedia.eu/en/jobs-vfx/,On-Site
Uncharted Territory,Los Angeles,California,United States,http://www.uncharted-territory.com/jobs,On-Site
Underbite Games,Grand Rapids,Michigan,United States,http://www.underbitegames.com/,On-Site
unexpected GmbH,Stuttgart,,Germany,http://www.unexpected.de/jobs/,On-Site
Unified Pictures,Los Angeles,California,United States,http://www.unifiedpictures.com/,On-Site
Uniform,Liverpool,,England,http://uniform.net/careers/jobs/,On-Site
Union VFX,London,,England,http://unionvfx.com/careers/,On-Site
UNIT Media,London,,England,http://www.unit.tv/contact/,On-Site
UNIT9,London,,England,https://www.unit9.com/jobs,On-Site
Unity,Bellevue,Washington,United States,https://careers.unity.com/find-position,On-Site
Unity,Copenhagen,,Denmark,https://careers.unity.com/find-position,On-Site
Unity,Helsinki,,Finland,https://careers.unity.com/find-position,On-Site
Unity,Montreal,Québec,Canada,https://careers.unity.com/find-position,On-Site
Unity,San Francisco,California,United States,https://careers.unity.com/find-position,On-Site
Unity,Seoul,,South Korea,https://careers.unity.com/find-position,On-Site
Unity,Shanghai,,China,https://careers.unity.com/find-position,On-Site
UNLTD,Montreal,Québec,Canada,https://www.go-unlimited.co/,On-Site
Up2blu,Bromont,Québec,Canada,https://www.up2blu.com/#team,On-Site
UPP,Prague,,Czech Republic,https://www.upp.cz/join-us,On-Site
Uppercut,New York City,New York,United States,http://www.uppercutnyc.com/,On-Site
Uprising Studios,Salamanca,,Spain,http://uprising-studios.com/,On-Site
Urban Rhino,Burlington,,Vermont,http://www.urbanrhino.com/,On-Site
Urban Voyage Studios,Auckland,,New Zealand,http://urbanvoyage.com/,Both
usTwo,London,,England,http://ustwo.com/join-us/london,On-Site
ustwo,Malmö,,Sweden,http://ustwo.com/join-us/malmo,On-Site
ustwo,Sydney,,Australia,http://ustwo.com/join-us/sydney,On-Site
V1 Interactive,Seattle,Washington,United States,https://v1interactive.com/careers,Both
VAANDAL Creative Inc.,Toronto,Ontario,Canada,http://www.vaandal.com/,On-Site
Valkyrie Entertainment,Seattle,Washington,United States,http://www.valkyrie-entertainment.com/,On-Site
Valve,Bellevue,Washington,United States,http://www.valvesoftware.com/jobs/job_postings.html,On-Site
Variable State,London,,England,http://variablestate.com/jobs.html,Remote
VaynerMedia,New York City,New York,United States,https://boards.greenhouse.io/vaynermedia#.WPbDJNLyuMo,On-Site
Velan Studios,Troy,New York,United States,http://www.velanstudios.com/,On-Site
Velvet,Munich,,Germany,http://www.velvet.de/contact/jobs/,On-Site
VerJim Animation Studio,Seville,,Spain,https://verjimanimation.com/careers/,On-Site
Vermillion Films,Birmingham,,England,http://www.vermillionfilms.com/,On-Site
VFX Box,Berlin,,Germany,http://www.vfxbox.de/jobs/,On-Site
VFX Box,Nuremberg,,Germany,http://www.vfxbox.de/jobs/,On-Site
VFX Central Paper Plane,Belgrade,,Serbia,https://www.vfxcentralpp.com/,On-Site
VFX Legion,Burbank,California,United States,http://www.vfxlegion.com/careers/,Both
VGW,Perth,,Australia,https://www.vgw.co/,On-Site
VHouse Aninmation,Skopje,,Macedonia,http://www.vhouseanimation.com/,Remote
VHQ Media,Beijing,,China,http://www.vhqmedia.com/Career.aspx,On-Site
Vicarious Visions,Albany,New York,United States,https://activision.referrals.selectminds.com/vicariousvisions,On-Site
Victory Arts,Ottawa,Ontario,Canada,http://victoryarts.com/,On-Site
Victory Arts,Sudbury,Ontario,Canada,http://victoryarts.com/,On-Site
Vidzu Media,St. Louis,Missouri,United States,http://vidzu.com/careers/,On-Site
Viewpoint Creative,Boston,,Massachusetts,http://www.viewpointcreative.com/jobs,On-Site
Vincent Studios,London,,England,http://vincentlondon.com/,On-Site
Vinformax Technology Systems,Chennai,,India,http://www.vinformax.com/jobs,On-Site
Virtual Realms,Bangkok,,Thailand,http://virtualrealms.asia/careers/,On-Site
Virtual Technology,Montreal,Québec,Canada,http://virtualtechnology.ca/,On-Site
Virtually Live,Málaga,,Spain,https://hire.withgoogle.com/public/jobs/virtuallylivecom,On-Site
Virtually Live,Singapore,,Singapore,https://hire.withgoogle.com/public/jobs/virtuallylivecom,On-Site
Virtuos,Chengdu,,China,http://www.virtuosgames.com/en/career/list-open-positions,On-Site
Virtuos,Shanghai,,China,http://www.virtuosgames.com/en/career/list-open-positions,On-Site
Virtuos,Xi'an,,China,http://www.virtuosgames.com/en/career/list-open-positions,On-Site
visavis,Berlin,,Germany,http://www.visavisfilm.de/freie-stellen.html,On-Site
Visual Art,Stockholm,,Sweden,http://visualart.com/en/join-us/,On-Site
Visual Concepts,Los Angeles,California,United States,https://chp.tbe.taleo.net/chp04/ats/careers/jobSearch.jsp?org=GAMES2K&cws=1,On-Site
Visual Concepts,Novato,California,United States,https://chp.tbe.taleo.net/chp04/ats/careers/jobSearch.jsp?org=GAMES2K&cws=1,On-Site
Visual Country,New York City,New York,United States,https://visualcountry.com/,On-Site
Visualogie,Rome,,Italy,http://www.visualogie.com/it/lavora-con-noi/,On-Site
Vitality VFX,Vancouver,British Columbia,Canada,http://vitalityvfx.com/,On-Site
"Vivhist, Inc.",Hacienda Heights,California,United States,http://vivhist.com/,On-Site
Vizrt,Jakarta,,Indonesia,http://vizrt.theresumator.com/apply/,On-Site
Volition,Champaign,Illinois,United States,http://www.dsvolition.com/careers/,On-Site
Volstok,Ghent,,Belgium,http://volstok.com/en/jobs,On-Site
Volta,Quebec City,Québec,Canada,http://www.volta.ca/,On-Site
Voltage Technology,Montreal,Québec,Canada,http://virtualtechnology.ca/,On-Site
Vox Media,New York City,New York,United States,http://www.voxmedia.com/pages/careers-jobs,Both
VR Playhouse,Los Angeles,California,United States,http://vrplayhouse.com/,On-Site
VRWERX,Los Angeles,California,United States,http://www.vrwerx.com/,On-Site
W.R.K.S Games,London,,England,https://www.wrks-games.com/,Remote
W2Studios,Seoul,,South Korea,http://wtwostudios.com/,On-Site
Walking the Dog,Brussels,,Belgium,http://www.walkingthedog.be/jobs,On-Site
Walking Thumbs,Montreal,Québec,Canada,http://walkingthumbs.com/#jobs,On-Site
Walt Disney Animation Studios,Burbank,California,United States,https://disneyanimation.com/careers/open-positions,On-Site
Wanda Productions,Paris,,France,http://www.wanda.net/fr/category/studio-wanda,On-Site
Waquatike Movies,Tilburg,,Netherlands,http://www.waquatike.com/,On-Site
Warcave,Antwerp,,Belgium,http://www.warcave.com/,On-Site
Wargaming,Berlin,,Germany,http://wargaming.com/en/careers/,On-Site
Wargaming,Chicago,Illinois,United States,http://wargaming.com/en/careers/,On-Site
